,process,region,binning,color,process_type,scale,variation,source_filename,source_histname,alias,title,combine_idx,direction,syst_type,shapes,variation_alias,lnN
95,16_TTbar,cen2bPass,default,2,BKG,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen2bPass,16_TTbar,t#bar{t},,,,,,
96,data_obs,cen1bPass,default,1,DATA,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_Data.root,MttvsMtcen1bPass,16_Data,Data,,,,,,
97,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPass,16_signalRSGluon2000,g_{RS} (3 TeV),,,lnN,,,1.018
98,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPassPILEUPup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PILEUP,
99,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPassPILEUPdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
100,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPassPDFup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
101,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPassPDFdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
102,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPassJESup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
103,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPassJESdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
104,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPassJERup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
105,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPassJERdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
106,16_signalRSGluon2000,cen1bPass,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtcen1bPass,16_signalRSGluon2000,g_{RS} (3 TeV),,,,,,
117,16_TTbar,cen1bPass,default,2,BKG,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPass,16_TTbar,t#bar{t},,,lnN,,,1.018
118,16_TTbar,cen1bPass,default,2,BKG,1.0,ttbar_xsec,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPass,16_TTbar,t#bar{t},,,lnN,,,1.2
119,16_TTbar,cen1bPass,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPassPILEUPup,16_TTbar,t#bar{t},,Up,shapes,1.0,PILEUP,
120,16_TTbar,cen1bPass,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPassPILEUPdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PILEUP,
121,16_TTbar,cen1bPass,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPassPDFup,16_TTbar,t#bar{t},,Up,shapes,1.0,PDF,
122,16_TTbar,cen1bPass,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPassPDFdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PDF,
123,16_TTbar,cen1bPass,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPassJESup,16_TTbar,t#bar{t},,Up,shapes,1.0,JES,
124,16_TTbar,cen1bPass,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPassJESdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JES,
125,16_TTbar,cen1bPass,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPassJERup,16_TTbar,t#bar{t},,Up,shapes,1.0,JER,
126,16_TTbar,cen1bPass,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPassJERdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JER,
127,16_TTbar,cen1bPass,default,2,BKG,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtcen1bPass,16_TTbar,t#bar{t},,,,,,
128,data_obs,fwd2bFail,default,1,DATA,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_Data.root,MttvsMtfwd2bFail,16_Data,Data,,,,,,
129,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFail,16_signalRSGluon2000,g_{RS} (3 TeV),,,lnN,,,1.018
130,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFailPILEUPup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PILEUP,
131,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFailPILEUPdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
132,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFailPDFup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
133,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFailPDFdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
134,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFailJESup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
135,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFailJESdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
136,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFailJERup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
137,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFailJERdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
138,16_signalRSGluon2000,fwd2bFail,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd2bFail,16_signalRSGluon2000,g_{RS} (3 TeV),,,,,,
149,16_TTbar,fwd2bFail,default,2,BKG,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFail,16_TTbar,t#bar{t},,,lnN,,,1.018
150,16_TTbar,fwd2bFail,default,2,BKG,1.0,ttbar_xsec,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFail,16_TTbar,t#bar{t},,,lnN,,,1.2
151,16_TTbar,fwd2bFail,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFailPILEUPup,16_TTbar,t#bar{t},,Up,shapes,1.0,PILEUP,
152,16_TTbar,fwd2bFail,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFailPILEUPdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PILEUP,
153,16_TTbar,fwd2bFail,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFailPDFup,16_TTbar,t#bar{t},,Up,shapes,1.0,PDF,
154,16_TTbar,fwd2bFail,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFailPDFdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PDF,
155,16_TTbar,fwd2bFail,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFailJESup,16_TTbar,t#bar{t},,Up,shapes,1.0,JES,
156,16_TTbar,fwd2bFail,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFailJESdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JES,
157,16_TTbar,fwd2bFail,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFailJERup,16_TTbar,t#bar{t},,Up,shapes,1.0,JER,
158,16_TTbar,fwd2bFail,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFailJERdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JER,
159,16_TTbar,fwd2bFail,default,2,BKG,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd2bFail,16_TTbar,t#bar{t},,,,,,
160,data_obs,fwd1bFail,default,1,DATA,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_Data.root,MttvsMtfwd1bFail,16_Data,Data,,,,,,
161,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFail,16_signalRSGluon2000,g_{RS} (3 TeV),,,lnN,,,1.018
162,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFailPILEUPup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PILEUP,
163,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFailPILEUPdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PILEUP,
164,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFailPDFup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,PDF,
165,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFailPDFdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,PDF,
166,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFailJESup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JES,
167,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFailJESdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JES,
168,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFailJERup,16_signalRSGluon2000,g_{RS} (3 TeV),,Up,shapes,1.0,JER,
169,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFailJERdown,16_signalRSGluon2000,g_{RS} (3 TeV),,Down,shapes,1.0,JER,
170,16_signalRSGluon2000,fwd1bFail,default,1,SIGNAL,1.0,nominal,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_signalRSGluon2000.root,MttvsMtfwd1bFail,16_signalRSGluon2000,g_{RS} (3 TeV),,,,,,
181,16_TTbar,fwd1bFail,default,2,BKG,1.0,lumi,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFail,16_TTbar,t#bar{t},,,lnN,,,1.018
182,16_TTbar,fwd1bFail,default,2,BKG,1.0,ttbar_xsec,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFail,16_TTbar,t#bar{t},,,lnN,,,1.2
183,16_TTbar,fwd1bFail,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFailPILEUPup,16_TTbar,t#bar{t},,Up,shapes,1.0,PILEUP,
184,16_TTbar,fwd1bFail,default,2,BKG,1.0,pileup,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFailPILEUPdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PILEUP,
185,16_TTbar,fwd1bFail,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFailPDFup,16_TTbar,t#bar{t},,Up,shapes,1.0,PDF,
186,16_TTbar,fwd1bFail,default,2,BKG,1.0,pdf,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFailPDFdown,16_TTbar,t#bar{t},,Down,shapes,1.0,PDF,
187,16_TTbar,fwd1bFail,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFailJESup,16_TTbar,t#bar{t},,Up,shapes,1.0,JES,
188,16_TTbar,fwd1bFail,default,2,BKG,1.0,jes,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFailJESdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JES,
189,16_TTbar,fwd1bFail,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFailJERup,16_TTbar,t#bar{t},,Up,shapes,1.0,JER,
190,16_TTbar,fwd1bFail,default,2,BKG,1.0,jer,/afs/cern.ch/user/m/mmorris/BackgroundEstimation/CMSSW_10_6_14/src/BstarToTW_CMSDAS2023_BackgroundEstimation/rootfiles/TTbarAllHad16_TTbar.root,MttvsMtfwd1bFailJERdown,16_TTbar,t#bar{t},,Down,shapes,1.0,JER,
